Title,id,会場(投稿),開催年度,多言語対応の有無,多言語対応（例）ウェブサイトの多言語化,バリアフリー対応の有無,バリアフリー対応策（例）,組織委員会の認証の有無,画像等データの有無,決算額_year,決算額_price
みまもり隊,4656,トッピングイースト|みどりコミュニティセンター,2017,2017,,有り,英語,無し,,なし,あり・その他画像
[2017]障害のある方のための特別鑑賞会,4663,東京都美術館,2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"ワークショップ inしょうぶまつり",4664,東綾瀬公園,2017,2017,,無し,,無し,,なし,なし
[2017]教員向け研修プログラムの実施,4666,東京都美術館,2017,2017,,無し,,有り,バリアフリー対応施設,,なし
東京バレエ団＜ウィンター・ガラ＞,4667,"Bunkamura - オーチャードホール",2016,2016,,無し,,有り,その他の取組,なし,あり・その他画像
[2017]学校団体来館の対応（免除申請・電話相談・当日対応）,4668,東京都美術館,2017,"2017,2018",",",無し,,有り,バリアフリー対応施設,,なし
東京ニコス体験会,4669,トッピングイースト,2017,2017,,有り,英語,無し,,なし,あり・その他画像
"Maker Faire Tokyo 2017 出展",4670,東京ビッグサイト（東京国際展示場）,2017,2017,,無し,,無し,,なし,なし
"東京Orchest-Lab 活動日",4672,トッピングイースト,2017,2017,,無し,,無し,,なし,あり・その他画像
[2017]とびラーなど学び合いの環境整備,4675,東京都美術館,2017,2017,,無し,,有り,バリアフリー対応施設,,なし
"Relight Days",4676,"六本木ヒルズけやき坂「Counter Void」前",2017,2017,,有り,英語,無し,,なし,あり・その他画像
"Relight Committee",4677,"アーツ千代田3331 - 3F アーツカウンシル東京ROOM302|アート集積ビル（PUBULICUS）",2017,2017,,有り,英語,無し,,なし,あり・その他画像
"[2017]東京都リーディングプロジェクト TURN FES",4678,"東京都美術館 – LBF 第1公募展示室|東京都美術館 – LBF 第2公募展示室",2017,2017,,無し,,有り,バリアフリー対応施設,,なし
教材開発,4680,,2017,2017,,無し,,無し,,なし,なし
PR,4681,,2017,2017,,無し,,無し,,なし,なし
"Relight Symposium",4682,"100BANCH - 3F LOFT",2017,2017,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像
東京都立八王子特別支援学校,4684,東京都立八王子特別支援学校,2016,,,無し,,有り,バリアフリー対応施設|障害者も参加可能なワークショップ,なし,なし
[2017]あいうえのファミリー（こどもと家族のプログラム）,4687,東京都美術館,2017,2017,,無し,,有り,バリアフリー対応施設,,なし
"R.I.P.TOKYO はじまる",4688,"Vieill Bakerycafe&Gallery",2017,2017,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像
"R.I.P.TOKYO はなまる",4692,小竹町会館,2017,2017,,有り,英語,無し,,,あり・チラシ画像|あり・その他画像
"R.I.P.TOKYO みとれる",4695,"norari:kurari cafe&galette",2017,2017,,有り,英語,無し,,なし,あり・その他画像
"R.I.P.TOKYO はぐれる",4697,青ヶ島,2017,2017,,無し,,無し,,なし,なし
"R.I.P.TOKYO きこえる",4699,小竹町会館,2017,2017,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像
"R.I.P.TOKYO くすぐる",4700,"江古田斎場 - F2 第二会館（大悲堂）",2017,2017,,無し,,無し,,なし,あり・チラシ画像|あり・その他画像
"R.I.P.TOKYO みつける",4703,珈琲店ぶな,2017,2017,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像
"「Rest In Peace, TOKYO」戯曲　作成",4705,,2017,2017,,無し,,無し,,なし,なし
記録集と映像記録を作成,4706,,2017,2017,,無し,,無し,,なし,なし
"[2017]あいうえの学校 （学校向けプログラム）  スペシャルマンデーコース",4707,東京都美術館,2017,2017,,無し,,有り,バリアフリー対応施設,,なし
"さよなら汐入タワー ～いままでありが塔～",4710,汐入ふれあい館,2017,2017,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像
"[2017]あいうえの学校 (学校向けプログラム)  平日開館コース",4711,東京都美術館,2017,2017,,無し,,有り,バリアフリー対応施設,,なし
[2017]あいうえのメンバー向けプログラム,4714,東京都美術館,2017,2017,,無し,,有り,バリアフリー対応施設,,なし
シェアリング・セッション,4715,東京都内各所,2017,2017,,無し,,無し,,なし,あり・その他画像
"""シェアリング・セッション Stories behind “How do we meet? How can we meet?”多文化な若者たちの居 場所づくり それぞれの現場から見えてきたいま""",4716,"アーツカウンシル東京 - 3F ROOM302",2017,2017,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像
[2017]学びあいカフェ,4717,東京都美術館,2017,2017,,無し,,有り,バリアフリー対応施設,,なし
エンゲージメント・プログラム,4718,,2017,2017,,無し,,無し,,なし,なし
地域連携プログラム,4719,"日仏会館 - ホール（日仏会館ホール）|恵比寿ガーデンプレイス - YEBISU GARDEN CINEMA|伊東建築塾|MA2 Gallery|CAGE GALLERY|Gallery 工房 親|MuCuL studio|NADiff a/p/a/r/t|G/P gallery|MEM|Galerie LIBRAIRIE6|AL|AIT|LOKO GALLERY",2017,2017,,無し,,無し,,なし,なし
定時制高校でのプログラム,4720,東京都立一橋定時制高校,2017,2017,,無し,,無し,,なし,あり・その他画像
"【ボイマンス美術館所蔵 ブリューゲル「バベルの塔」展】記念講演会",4722,"東京都美術館 - 講堂",2017,2017,,有り,英語|中国語簡体字|中国語繁体字|韓国語,有り,バリアフリー対応施設,,なし
学校外でのプログラム,4723,東京都内各所,2017,2017,,無し,,無し,,なし,なし
【ボストン美術館の至宝展】,4724,"東京都美術館 - 講堂",2017,2017,,有り,英語|中国語簡体字|中国語繁体字|韓国語,有り,バリアフリー対応施設,,なし
人材育成プログラム,4725,,2017,2017,,無し,,無し,,なし,あり・その他画像
"【杉戸洋展 とんぼ と のりしろ】",4726,"東京都美術館 - 講堂",2017,2017,,有り,英語|中国語簡体字|中国語繁体字|韓国語,有り,バリアフリー対応施設,,なし
"【ゴッホ展 巡りゆく日本の夢】",4727,"東京都美術館 - 講堂",2017,2017,,有り,英語|中国語簡体字|中国語繁体字|韓国語,有り,バリアフリー対応施設,,なし
【ブリューゲル展】,4728,"東京都美術館 - 講堂",2017,2017,,有り,英語|中国語簡体字|中国語繁体字|韓国語,有り,バリアフリー対応施設,,なし
"【上野アーティストプロジェクト 現代の写実】",4729,"東京都美術館 - 講堂",2017,2017,,有り,英語|中国語簡体字|中国語繁体字|韓国語,有り,バリアフリー対応施設,,なし
【誘致展】フォトジャーナリスト長倉洋海の眼　地を這い、未来へ駆ける,4735,"東京都写真美術館 - B1F 展示室",2017,2017,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,なし,あり・チラシ画像
"【誘致展】第42回 2017 JPS展 日本写真家協会",4737,"東京都写真美術館 - B1F 展示室",2017,2017,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,なし,あり・チラシ画像
フィールドワークする身体性,4739,"ロフトワーク／COOOP 10",2017,2017,,有り,英語,無し,,なし,あり・その他画像
東京民俗学,4742,株式会社オープン・エー,2017,2017,,有り,英語,無し,,なし,あり・その他画像
"【誘致展】世界報道写真展2017 WORLD PRESS PHOTO 2017",4743,"東京都写真美術館 - B1F 展示室",2017,2017,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,なし,あり・チラシ画像
"ピルグリム（ 巡礼）とは何か",4745,"ロフトワーク／FabCafe MTRL",2017,2017,,有り,英語,無し,,なし,あり・その他画像
「ピルグリム（巡礼）」フィールドワーク,4747,石神井|十条|武蔵小山,2017,2017,,無し,,無し,,なし,あり・その他画像
【誘致展】写真新世紀東京展2017,4750,"東京都写真美術館 - B1F 展示室",2017,2017,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
合宿,4753,檜原村,2017,2017,,無し,,無し,,なし,なし
実験イベント本番,4756,東京都内各所,2017,2017,,無し,,無し,,なし,なし
実験イベント報告会,4757,"ロフトワーク／FabCafe MTRL",2017,2017,,有り,英語,無し,,なし,あり・その他画像
【誘致展】生誕100年　ユージン・スミス写真展,4758,"東京都写真美術館 - B1F 展示室",2017,2017,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,なし,あり・チラシ画像
"【誘致展】APAアワード2018 第46回 公益社団法人日本広告写真家協会公募展",4760,"東京都写真美術館 - B1F 展示室",2017,2017,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
"【誘致展】清里フォトアートミュージアム収蔵作品展 原点を、永遠に。̶２０１８̶",4762,"東京都写真美術館 - B1F 展示室",2017,2017,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,,あり・チラシ画像
"“アーカイブ” を知る・考える",4764,"しぜんの国保育園（町田市） - 2F 事務所",2017,2017,,無し,,無し,,なし,なし
"YATO の棚卸し",4766,簗田寺,2017,2017,,無し,,無し,,なし,あり・その他画像
"YATO のお披露目",4768,簗田寺,2017,2017,,有り,英語,無し,,なし,あり・その他画像
事業の基本方針および運営基盤構築のためのリサーチプログラム,4770,神津島村,2017,2017,,無し,,無し,,なし,なし
"「HAPPY TURN」勉強会",4772,神津島村,2017,2017,,無し,,無し,,なし,あり・その他画像
"Artpoint Meeting ＃03 ―まちで企む―",4774,"武蔵野プレイス - 4階フォーラム",2017,2017,,有り,英語,無し,,なし,あり・その他画像
"Artpoint Meeting ＃04 ―日常に還す―",4775,"100BANCH - 3F LOFT",2017,2017,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像
"Artpoint Meeting ＃05 ―公開報告会―",4776,"アーツカウンシル東京 - 大会議室",2017,2017,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像
図書室等の運営,4779,"東京都写真美術館 - 4F 図書室",2017,2017,,有り,英語|中国語簡体字|韓国語,有り,バリアフリー対応施設,なし,あり・その他画像
ぐるぐるの会①「ぐるぐるミックスについての説明・平成29年度の活動に関する説明」,4781,社会福祉法人愛泉会かまいしこども園,2017,2017,,無し,,無し,,なし,あり・その他画像
ぐるぐるミックス①「帯がみあそび」,4783,社会福祉法人愛泉会かまいしこども園,2017,2017,,無し,,無し,,なし,あり・その他画像
ぐるぐるの会②,4785,社会福祉法人愛泉会かまいしこども園,2017,2017,,無し,,無し,,なし,あり・その他画像
ぐるぐるミックス②－１「ミルボーづくり」,4786,社会福祉法人愛泉会かまいしこども園,2017,2017,,無し,,無し,,なし,あり・その他画像
"東京工芸大学芸術学部 写真学科(2017年4月12日)",4787,"東京都写真美術館 - 3F 展示室",2017,2017,,無し,,有り,バリアフリー対応施設,,なし
ぐるぐるミックス②－２「ミルボーの探検」,4788,社会福祉法人愛泉会かまいしこども園,2017,2017,,無し,,無し,,なし,あり・その他画像
ぐるぐるの会③「盆栽あそび」に向けて,4789,社会福祉法人愛泉会かまいしこども園,2017,2017,,無し,,無し,,なし,あり・その他画像
ぐるぐるミックス③「盆栽あそび」,4790,社会福祉法人愛泉会かまいしこども園,2017,2017,,無し,,無し,,なし,あり・その他画像
"NHK文化センター 練馬光ヶ丘教室(2017年4月20日)",4791,"東京都写真美術館 - 3F 展示室",2017,2017,,無し,,有り,バリアフリー対応施設,,なし
学習院大学(2017年4月27日),4792,"東京都写真美術館 - 1F スタジオ|東京都写真美術館 - 2F 展示室",2017,2017,,無し,,有り,バリアフリー対応施設,,なし
東京造形大学(2017年5月9日),4793,"東京都写真美術館 - 1F スタジオ|東京都写真美術館 - 2F 展示室",2017,2017,,無し,,有り,バリアフリー対応施設,,なし
山口県立大学(2017年5月19日),4794,"東京都写真美術館 - 3F 展示室",2017,2017,,無し,,有り,バリアフリー対応施設,,なし
"東邦大学 看護学部(2017年6月16日)",4795,"東京都写真美術館 - 1F スタジオ",2017,2017,,無し,,有り,バリアフリー対応施設,,なし
ぐるぐるの会④「活動の振返り・今後に向けて」,4796,社会福祉法人愛泉会かまいしこども園,2017,2017,,無し,,無し,,なし,なし
[2017]東京フィルハーモニー交響楽団,4800,"東京芸術劇場 - コンサートホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
[2017]NHK交響楽団,4801,"東京芸術劇場 - コンサートホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
[2017]東京シティ・フィルハーモニック管弦楽団,4802,"東京芸術劇場 - コンサートホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
[2017]東京交響楽団,4803,"東京芸術劇場 - コンサートホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
[2017]新日本フィルハーモニー交響楽団,4804,"東京芸術劇場 - コンサートホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
[2017]読売日本交響楽団,4805,"東京芸術劇場 - コンサートホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
[2017]日本フィルハーモニー交響楽団,4806,"東京芸術劇場 - コンサートホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
[2017]東京都交響楽団,4807,"東京芸術劇場 - コンサートホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
東京都立八王子特別支援学校,4810,東京都立八王子特別支援学校,2016,,,無し,,有り,バリアフリー対応施設|障害者も参加可能なワークショップ,なし,なし
東京都立久我山青光学園,4811,東京都立久我山青光学園,2016,,,無し,,有り,バリアフリー対応施設,なし,なし
"[2017]藤原歌劇団公演 オペラ『ナヴァラの娘』（日本初演）『道化師』",4812,"東京文化会館 - 大ホール",2017,2017,,有り,,有り,バリアフリー対応施設,なし,なし
[2017]東京二期会オペラ劇場『ローエングリン』全3幕,4814,"東京文化会館 - 大ホール",2017,2017,,有り,,有り,バリアフリー対応施設,なし,なし
"[2017]日本オペラ協会公演 オペラ『夕鶴』1幕",4815,"新宿区立新宿文化センター - 大ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
「カルテットが紡ぐ極上の響き」,4816,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設|点字ガイド・手話通訳・字幕ガイド等,,なし
「変奏曲とソナタへの誘い」,4827,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設|点字ガイド・手話通訳・字幕ガイド等,,なし
「日本人の愛のかたちVol.2＜うた～歌～唄～詩＞」,4828,"東京文化会館 - 小ホール",2017,2017,,無し,,有り,バリアフリー対応施設|点字ガイド・手話通訳・字幕ガイド等,,なし
劇団俳優座公演『いつもいつも君を憶ふ』,4829,俳優座劇場,2017,2017,,無し,,有り,バリアフリー対応施設,,なし
"スターダンサーズ・バレエ団公演 「バランシンからフォーサイスへ」",4834,"東京芸術劇場 - プレイハウス",2016,2016,,無し,,有り,バリアフリー対応施設,なし,あり・その他画像
"虚構の劇団 第13回公演  『もうひとつの地球の歩き方 ～How to walk on another Earth.～』",4836,"座・高円寺１　セシオン杉並ホール、JR高円寺駅周辺商店街及び高南通りに設営される8演舞場|東京芸術劇場 - シアターウエスト",2017,2017,,無し,,有り,バリアフリー対応施設,,なし
"ミュージカル『HEADS UP!』",4837,TBS赤坂ACTシアター,2017,2017,,無し,,有り,バリアフリー対応施設,,なし
名取事務所公演『渇愛』,4838,小劇場B1,2017,2017,,無し,,有り,バリアフリー対応施設,,なし
"青年劇場 第118回公演『きみはいくさに征ったけれど』",4839,"紀伊國屋サザンシアター TAKASHIMAYA",2017,2017,,無し,,有り,バリアフリー対応施設,,なし
記憶と記録のプロジェクト：『ランドスケープ｜ポートレイト―まちの写真屋の写真論』（岩手）,4863,岩手県釜石市|岩手県大槌町|東京都内各所,2017,2017,,無し,,無し,,なし,なし
とうほくのこよみのよぶね（岩手）,4865,"釜石情報交流センター 釜石PIT|釜石市民ホール|岩手県釜石市鵜住居町根浜海岸",2017,2017,,無し,,無し,,なし,あり・その他画像
松島湾とハゼ,4867,"貞山堀（多賀城市） - 塩釜港沖|islands court|多賀城市山王地区公民館",2017,2017,,無し,,無し,,なし,あり・その他画像
海底タイムカプセル松島湾,4870,松島湾,2017,2017,,無し,,無し,,なし,あり・その他画像
塩づくりプログラムのためのリサーチおよび実験,4871,塩竈市御釜神社|合同会社顔晴れ塩竈|塩竈市千賀の浦緑地公園,2017,2017,,無し,,無し,,なし,なし
湾域の文化を巡るプログラムのためのリサーチ,4875,松島湾沿岸部|浦戸諸島|ビルドスペース,2017,2017,,無し,,無し,,なし,あり・その他画像
「松島湾の牡蠣図鑑」制作,4879,,2017,2017,,無し,,無し,,なし,なし
記録アーカイブ・発信,4880,,2017,2017,,無し,,無し,,なし,なし
子供を対象としたアウトリ－チ・ワークショップ,4884,けやき教室（白石市）|おおがわら子どもの心のケアハウス（大河原町）|桜保育所（大河原町）,2017,2017,,無し,,無し,,なし,あり・その他画像
"東京シティ･バレエ団公演 「TOKYO CITY BALLET LIVE 2017」",4886,"ティアラこうとう（江東公会堂） - 大ホール",2016,2016,,無し,,有り,その他の取組,なし,あり・その他画像
子供とシニアのふれあい交流プログラム,4889,あいやま小規模多機能居宅介護施設（村田町）|関保育所（七ヶ宿町）|障害者社会支援施設陽光園,2017,2017,,無し,,無し,,なし,あり・その他画像
ラジオ下神白―あのときあのまちの音楽からいまここへ（福島）,4895,いわき市小名浜下神白,2017,2017,,無し,,無し,,なし,なし
ワングラ×オノコロ場づくりプロジェクト「開いてみる」（福島）,4897,アートスタジオもりたか屋,2017,2017,,無し,,無し,,なし,なし
「おとなりアーティスト！」デコって、張りこる～！！～不思議で楽しい張り子づくり,4899,認定こども園ぼだい樹|いわき市立平第二小学校|二本松市立安達中学校|会津若松市立第一中学校|学校法人富田幼稚園|福島市立福島養護学校高等部|二本松市立渋川小学校|県立小野高等学校,2017,2017,,無し,,無し,,なし,あり・その他画像
牧阿佐美バレヱ団『ドン・キホーテ』（全幕）,4904,"文京シビックホール - 大ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
「おとなりアーティスト！」紙で絵地図を作ろう！,4906,学校法人西郷幼稚園|福島市立杉妻幼稚園|学校法人開南幼稚園|会津美里町立高田中学校,2017,2017,,無し,,無し,,なし,あり・その他画像
東京シティ・バレエ団創立50周年記念公演『白鳥の湖』～大いなる愛の讃歌～,4910,"東京文化会館 - 大ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
おとなりアーティスト！」2017年学校連携共同ワークショップ参加校作品展,4912,"福島県立美術館 - 企画展示室B|いわき市暮らしの伝承郷 - 企画展示室",2017,2017,,無し,,無し,,なし,あり・その他画像
『ライモンダ』全幕,4915,"東京文化会館 - 大ホール",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
小池アミイゴの誰でも絵が描けるワークショップ「わたしのすきな柳津」,4916,"齋藤清美術館 - アートテラス|柳津駅周辺",2017,2017,,無し,,無し,,なし,あり・その他画像
"現代舞踊公演 魂のDance in Tokyo",4918,"東京芸術劇場 - プレイハウス",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"Art Support Tohoku-Tokyo トークセッション #02　土地の記憶を紡ぐ術（アート）―東北の海と森の実践から",4920,"Rough Laugh",2017,2017,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像
"劇団東京乾電池 ＥＴ×２ 第５回公演「ゴドーを待ちながら」",4922,下北沢ザ・スズナリ,2016,2016,,無し,,無し,,なし,なし
"第48回 邦楽演奏会",4923,"国立劇場 - 小劇場",2017,2017,,無し,,有り,バリアフリー対応施設,,なし
"FIELD RECORDING",4924,岩手県各所|宮城県各所|福島県各所,2017,2017,,無し,,無し,,なし,なし
第61回日本舞踊協会公演,4929,"国立劇場 - 大劇場",2017,2017,,無し,,有り,バリアフリー対応施設,なし,なし
"第58回 式能",4930,国立能楽堂,2017,2017,,無し,,有り,バリアフリー対応施設,,なし
"オフィス３〇〇公演 「鯨よ！私の手に乗れ」",4931,シアタートラム,2016,2016,,無し,,有り,その他の取組,なし,なし
"第49回 東京都民俗芸能大会 花風流（はなふりゅう）～うたとおどりの競い～",4933,"東京芸術劇場 - プレイハウス",2017,2017,,無し,,有り,バリアフリー対応施設,,なし
"二兎社公演４１ 「ザ・空気」",4934,"東京芸術劇場 - シアターイースト",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
第48回都民寄席,4935,"くにたち市民芸術 - 小ホール|東京芸術劇場 - シアターウエスト|羽村市生涯学習センターゆとろぎ|狛江市立西河原公民館 - 多目的ホール|町田市民ホール|ひの煉瓦ホール(日野市民会館）|多摩市立関戸公民館",2017,2017,,無し,,無し,,,なし
タレンツ・トーキョー,4938,有楽町朝日ホールスクエア,2017,2017,,無し,,無し,,,あり・その他画像
"こまつ座　第１１６回公演 「私はだれでしょう」",4939,"紀伊國屋サザンシアター TAKASHIMAYA",2016,2016,,無し,,有り,その他の取組,なし,なし
連続講座「言葉を紡ぐ」,4941,"アーツカウンシル東京 - 3F ROOM302",2017,2017,,無し,,無し,,なし,あり・その他画像
連続講座「体験を紡ぐ」,4942,"アーツカウンシル東京 - 3F ROOM302",2017,2017,,無し,,無し,,なし,なし
"日本大学芸術学部 博物館実習(2017年6月20日)",4943,"東京都写真美術館 - 1F スタジオ",2017,2017,,無し,,有り,バリアフリー対応施設,,なし
東京芸術大学(2017年6月28日),4944,"東京都写真美術館 - 2F 展示室",2017,2017,,無し,,有り,バリアフリー対応施設,,なし
港区立御田小学校,4945,"東京都写真美術館 - 1F スタジオ|東京都写真美術館 - 3F 展示室",2017,2017,,無し,,有り,バリアフリー対応施設,,なし
"流山児★事務所 「だいこん・珍奇なゴドー」",4946,下北沢ザ・スズナリ,2016,2016,,無し,,無し,その他の取組,なし,あり・その他画像
"日本大学芸術学部 博物館実習(2017年6月23日)",4947,"東京都写真美術館 - 1F スタジオ",2017,2017,,無し,,有り,バリアフリー対応施設,,なし
品川区立浅間台小学校(2017年6月27日),4948,"東京都写真美術館 - 1F スタジオ|東京都写真美術館 - 3F 展示室",2017,2017,,無し,,有り,バリアフリー対応施設,,なし
公開講座「技術を深める」,4949,"アーツカウンシル東京 - 3F ROOM302",2017,2017,,無し,,無し,,なし,あり・その他画像
公開講座「アートプロジェクトの今を共有する」,4950,"アーツカウンシル東京 - 3F ROOM302",2017,2017,,無し,,無し,,なし,なし
発行物,4951,,2017,2017,,無し,,無し,,なし,なし
ココロの遺伝子,4952,"東京芸術劇場 - プレイハウス",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
世田谷泉高校,4953,"東京都写真美術館 - 1F スタジオ|東京都写真美術館 - 3F 展示室",2017,2017,,無し,,有り,バリアフリー対応施設,,なし
「第３コーナー」のつくりかた：記録・編集・アーカイブ,4954,,2017,2017,,無し,,無し,,なし,なし
荒川区図工部会,4955,"東京都写真美術館 - 1F スタジオ|東京都写真美術館 - 3F 展示室",2017,2017,,無し,,有り,バリアフリー対応施設,,なし
江戸川区立篠崎中学校,4956,"東京都写真美術館 - 1F スタジオ|東京都写真美術館 - 3F 展示室",2017,2017,,無し,,有り,バリアフリー対応施設,,なし
狛江第一中学校,4957,"東京都写真美術館 - 1F スタジオ|東京都写真美術館 - 3F 展示室",2017,2017,,無し,,有り,バリアフリー対応施設,,なし
"歴文財団ティーチャーズ プログラム",4958,"東京都写真美術館 - 1F スタジオ|東京都写真美術館 - 3F 展示室",2015,,,無し,,無し,,,
アートプロジェクトのつかまえかた：評価の視点／検証の手法,4959,,2017,2017,,無し,,無し,,なし,なし
地域と文化と制度の研究会,4960,,2017,2017,,無し,,無し,,なし,なし
"旅するリサーチ・ラボラトリーⅣ -フィールドワークと表現",4961,,2017,2017,,無し,,無し,,なし,なし
アートプロジェクトの「言葉」に関するメディア開発：メディア／レターの届け方,4962,,2017,2017,,無し,,無し,,なし,なし
アーカイブセンター開室,4963,,2017,2018,,無し,,無し,,なし,なし
"Tokyo Art Research Lab オープンルーム2018",4964,,2017,2017,,無し,,無し,,なし,なし
RITE,4965,"東京芸術劇場 - プレイハウス",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
ベートーヴェン第九,4966,"東京芸術劇場 - プレイハウス",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
"旅するリサーチ・ラボラトリーⅣ -フィールドワークと表現",4968,,2017,2017,,無し,,無し,,なし,なし
"第47回邦楽演奏会  江戸・東京にちなんだ曲を中心に…",4969,"国立劇場 - 小劇場",2016,2016,,無し,,有り,バリアフリー対応施設|点字ガイド・手話通訳・字幕ガイド等,なし,なし
第60回記念　日本舞踊協会公演,4970,"国立劇場 - 大劇場",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
第57回式能,4972,国立能楽堂,2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
"第48回東京都民俗芸能大会  ーおどけと笑いー",4973,"東京芸術劇場 - プレイハウス",2016,2016,,無し,,有り,バリアフリー対応施設,なし,あり・その他画像
アーツカウンシル・フォーラム　オープン・フォーラム2018,4974,スパイラルホール（港区）,2017,2017,,有り,英語,無し,,なし,あり・チラシ画像|あり・その他画像|あり・動画
シンポジウム,4976,東京ウィメンズプラザ,2017,2017,,無し,,無し,,なし,あり・チラシ画像|あり・その他画像
第47回都民寄席,4978,"狛江市立西河原公民館 - 多目的ホール|東京都江戸東京博物館|羽村市生涯学習センターゆとろぎ|町田市民ホール|小平市民文化会館（ルネこだいら）|国分寺市立いずみホール|ひの煉瓦ホール(日野市民会館）",2016,2016,,無し,,有り,バリアフリー対応施設,なし,なし
山口情報芸術センター［YCAM］ワークショップ「Eye2Eye」,4979,渋谷文化総合センター大和田学習室,2017,2017,,有り,英語,無し,,なし,あり・その他画像
山口情報芸術センター［YCAM］ワークショップ「コトバ身体」」,4982,渋谷文化総合センター大和田学習室,2017,2017,,有り,英語,無し,,なし,あり・その他画像
"WSK: Festival of the Recently Possibleワークショップ　「“ 元気グルーブ” − 身近なものからレコードプレーヤーを作ろう！」",4983,渋谷文化総合センター大和田学習室,2017,2017,,有り,英語,無し,,なし,あり・その他画像
"Lifepatchワークショップ　「“ グリッチテープ”―音と映像をつくり出すシンセサイザーを作ろう！」",4984,渋谷文化総合センター大和田学習室,2017,2017,,有り,英語,無し,,なし,あり・その他画像
"「The Real of Liquid Asia ～今、アジアの音楽シーンはどこにあるのか～」",4985,"Red Bull Studios Tokyo",2017,2017,,有り,英語,無し,,なし,あり・その他画像
「ヨーロッパと日本におけるメディアアートシーン」,4989,"Red Bull Studios Tokyo",2017,2017,,有り,英語,無し,,なし,あり・その他画像
"「 新たな宇宙観をめぐって～マルチバース宇宙論と作品「datum」から～」",4990,"Red Bull Studios Tokyo",2017,2017,,有り,英語,無し,,なし,あり・その他画像
参加団体の活動紹介、厚生労働省「障害者文化活動普及支援事業」東京都支援センター「アーツサポ東京」について（社会福祉法人トット基金・佐藤宏美）、意見交換,4993,アーツカウンシル東京,2017,2017,,有り,英語,無し,,なし,あり・その他画像
今後の企画実現に向けたディスカッション,4995,アーツカウンシル東京,2017,2017,,有り,英語,無し,,なし,あり・その他画像
今後の企画実現に向けたディスカッション,4996,アーツカウンシル東京,2017,2017,,有り,英語,無し,,なし,あり・その他画像
"こども芸能体験ひろば in 三鷹",5009,三鷹市公会堂,2017,2017,,無し,,無し,,なし,あり・チラシ画像
参加・体験・感動！ふれあいこどもまつり（稲城市）,5011,"稲城市立ｉプラザ - 小ホール(B1F)|稲城市立ｉプラザ - スタジオ(B2F)|稲城市立ｉプラザ - 会議室(2F)",2017,2017,,無し,,無し,,,なし
有識者ヒアリング集の編纂,5014,アーツカウンシル東京,2017,2017,,無し,,無し,,なし,なし
振興策について提案したい具体的なテーマの検討、ブレスト,5015,アーツカウンシル東京,2017,2017,,無し,,無し,,なし,なし
振興策の各テーマについて、社会的価値・必要性についてのグループワーク,5019,アーツカウンシル東京,2017,2017,,無し,,無し,,なし,なし
"""・ゲスト講師による芸術振興の変遷や事例についての 講義および意見交換 ・施策案のまとめ作業（理念づくり）""",5020,アーツカウンシル東京,2017,2017,,無し,,無し,,なし,なし
施策案の精査,5021,アーツカウンシル東京,2017,2017,,無し,,無し,,なし,なし
