id,WEBサイトのアドレス,会場(投稿),主催,開催年度,多言語対応の有無,バリアフリー対応の有無,組織委員会の認証の有無,画像等データの有無
4534,,亀戸文化センター（カメリアホール）,参加・体験・感動！ふれあいこどもまつり実行委員会|日本児童・青少年演劇劇団協同組合（児演協）|公益社団法人日本児童青少年演劇協会|特定非営利活動法人日本青少年音楽芸能協会|一般社団法人全国専門人形劇団協議会|特定非営利活動法人子ども劇場東京都協議会|東京都|公益財団法人東京都歴史文化財団,2016,無し,無し,なし,あり・チラシ画像|あり・その他画像
4536,,亀戸文化センター（カメリアホール）,参加・体験・感動！ふれあいこどもまつり実行委員会|日本児童・青少年演劇劇団協同組合（児演協）|公益社団法人日本児童青少年演劇協会|特定非営利活動法人日本青少年音楽芸能協会|一般社団法人全国専門人形劇団協議会|特定非営利活動法人子ども劇場東京都協議会|東京都|公益財団法人東京都歴史文化財団,2016,無し,無し,なし,あり・チラシ画像|あり・その他画像
4537,https://www.yebizo.com/jp/program/detail/2018-11-01,"東京都写真美術館|恵比寿ガーデンプレイス - センター広場|日仏会館 - ギャラリー",東京都|アーツカウンシル東京|日本経済新聞社,2017,有り,有り,なし,なし
4538,https://www.yebizo.com/jp/program/detail/2018-11-03,"東京都写真美術館|恵比寿ガーデンプレイス - センター広場|日仏会館 - ギャラリー",東京都|アーツカウンシル東京|日本経済新聞社,2017,有り,有り,なし,なし
4539,https://www.yebizo.com/jp/program/detail/2018-11-02,東京都写真美術館,東京都|アーツカウンシル東京|日本経済新聞社,2017,有り,有り,なし,なし
4540,https://www.yebizo.com/jp/program/detail/2018-11-04,東京都写真美術館,東京都|アーツカウンシル東京|日本経済新聞社,2017,有り,有り,なし,なし
4541,,亀戸文化センター（カメリアホール）,参加・体験・感動！ふれあいこどもまつり実行委員会|日本児童・青少年演劇劇団協同組合（児演協）|公益社団法人日本児童青少年演劇協会|特定非営利活動法人日本青少年音楽芸能協会|一般社団法人全国専門人形劇団協議会|特定非営利活動法人子ども劇場東京都協議会|東京都|公益財団法人東京都歴史文化財団,2016,無し,無し,なし,あり・チラシ画像|あり・その他画像
4542,,"亀戸文化センター（カメリアホール） - 第3研修室（6F)",参加・体験・感動！ふれあいこどもまつり実行委員会|日本児童・青少年演劇劇団協同組合（児演協）|公益社団法人日本児童青少年演劇協会|特定非営利活動法人日本青少年音楽芸能協会|一般社団法人全国専門人形劇団協議会|特定非営利活動法人子ども劇場東京都協議会|東京都|公益財団法人東京都歴史文化財団,2016,無し,無し,なし,あり・チラシ画像|あり・その他画像
4544,,"亀戸文化センター（カメリアホール） - 第3研修室（6F)",参加・体験・感動！ふれあいこどもまつり実行委員会|日本児童・青少年演劇劇団協同組合（児演協）|公益社団法人日本児童青少年演劇協会|特定非営利活動法人日本青少年音楽芸能協会|一般社団法人全国専門人形劇団協議会|特定非営利活動法人子ども劇場東京都協議会|東京都|公益財団法人東京都歴史文化財団,2016,無し,無し,なし,あり・チラシ画像|あり・その他画像
4545,http://www.tokyoartsandspace.jp/archive/2016/09/os-a08.shtml,トーキョーワンダーサイト本郷,トーキョーワンダーサイト,2016,有り,無し,なし,なし
4546,http://www.tokyoartsandspace.jp/archive/2016/09/os-a09.shtml,トーキョーワンダーサイト本郷,トーキョーワンダーサイト,2016,有り,無し,なし,なし
4548,,"亀戸文化センター（カメリアホール） - 第3研修室（6F)",参加・体験・感動！ふれあいこどもまつり実行委員会|日本児童・青少年演劇劇団協同組合（児演協）|公益社団法人日本児童青少年演劇協会|特定非営利活動法人日本青少年音楽芸能協会|一般社団法人全国専門人形劇団協議会|特定非営利活動法人子ども劇場東京都協議会|東京都|公益財団法人東京都歴史文化財団,2016,無し,無し,なし,あり・チラシ画像|あり・その他画像
4550,,"亀戸文化センター（カメリアホール） - 第3研修室（6F)|亀戸文化センター（カメリアホール） - 第1研修室（5F)|亀戸文化センター（カメリアホール） - 第2研修室（5F)",参加・体験・感動！ふれあいこどもまつり実行委員会|日本児童・青少年演劇劇団協同組合（児演協）|公益社団法人日本児童青少年演劇協会|特定非営利活動法人日本青少年音楽芸能協会|一般社団法人全国専門人形劇団協議会|特定非営利活動法人子ども劇場東京都協議会|東京都|公益財団法人東京都歴史文化財団,2016,無し,無し,なし,あり・チラシ画像|あり・その他画像
4552,http://www.tokyoartsandspace.jp/archive/2016/09/os-a10.shtml,トーキョーワンダーサイト本郷,トーキョーワンダーサイト,2016,有り,無し,なし,なし
4553,https://www.yebizo.com/jp/program/detail/2018-10-01,"東京都写真美術館 - 1F スタジオ",東京都|アーツカウンシル東京|日本経済新聞社,2017,有り,有り,なし,なし
4554,https://www.yebizo.com/jp/program/detail/2018-10-02,"東京都写真美術館 - 1F スタジオ",東京都|アーツカウンシル東京|日本経済新聞社,2017,有り,有り,なし,なし
4555,https://www.yebizo.com/jp/program/detail/2018-10-03,"東京都写真美術館 - 1F スタジオ",東京都|アーツカウンシル東京|日本経済新聞社,2017,有り,有り,なし,なし
4556,https://www.yebizo.com/jp/program/detail/2018-10-04,東京都写真美術館,東京都|アーツカウンシル東京|日本経済新聞社,2017,有り,有り,なし,なし
4559,,"生涯学習センター（清瀬市） - アミューホール（7F)",参加・体験・感動！ふれあいこどもまつり実行委員会|日本児童・青少年演劇劇団協同組合（児演協）|公益社団法人日本児童青少年演劇協会|特定非営利活動法人日本青少年音楽芸能協会|一般社団法人全国専門人形劇団協議会|特定非営利活動法人子ども劇場東京都協議会|東京都|公益財団法人東京都歴史文化財団,2016,無し,無し,なし,あり・チラシ画像|あり・その他画像
4561,http://www.tokyoartsandspace.jp/archive/2016/09/os-a11.shtml,トーキョーワンダーサイト本郷,トーキョーワンダーサイト,2016,有り,無し,なし,なし
4562,,"生涯学習センター（清瀬市） - 講座室1（6F)",参加・体験・感動！ふれあいこどもまつり実行委員会|日本児童・青少年演劇劇団協同組合（児演協）|公益社団法人日本児童青少年演劇協会|特定非営利活動法人日本青少年音楽芸能協会|一般社団法人全国専門人形劇団協議会|特定非営利活動法人子ども劇場東京都協議会|東京都|公益財団法人東京都歴史文化財団,2016,無し,無し,なし,あり・チラシ画像|あり・その他画像
4564,,"生涯学習センター（清瀬市） - 講座室2（6F)",参加・体験・感動！ふれあいこどもまつり実行委員会|日本児童・青少年演劇劇団協同組合（児演協）|公益社団法人日本児童青少年演劇協会|特定非営利活動法人日本青少年音楽芸能協会|一般社団法人全国専門人形劇団協議会|特定非営利活動法人子ども劇場東京都協議会|東京都|公益財団法人東京都歴史文化財団,2016,無し,無し,なし,あり・チラシ画像|あり・その他画像
4566,,"生涯学習センター（清瀬市） - 会議室1（6F)",参加・体験・感動！ふれあいこどもまつり実行委員会|日本児童・青少年演劇劇団協同組合（児演協）|公益社団法人日本児童青少年演劇協会|特定非営利活動法人日本青少年音楽芸能協会|一般社団法人全国専門人形劇団協議会|特定非営利活動法人子ども劇場東京都協議会|東京都|公益財団法人東京都歴史文化財団,2016,無し,無し,なし,あり・チラシ画像|あり・その他画像
4568,http://www.tokyoartsandspace.jp/archive/2016/09/os-a12.shtml,トーキョーワンダーサイト本郷,トーキョーワンダーサイト,2016,有り,無し,なし,なし
4569,http://www.tokyoartsandspace.jp/archive/2016/08/os-b01.shtml,トーキョーワンダーサイト本郷,トーキョーワンダーサイト,2016,有り,無し,なし,なし
4570,http://www.tokyoartsandspace.jp/archive/2016/08/os-b02.shtml,トーキョーワンダーサイト本郷,トーキョーワンダーサイト,2016,有り,無し,なし,なし
4571,http://www.tokyoartsandspace.jp/archive/2016/08/os-b03.shtml,トーキョーワンダーサイト本郷,トーキョーワンダーサイト,2016,有り,無し,なし,なし
4572,http://www.tokyoartsandspace.jp/archive/2016/08/os-b04.shtml,トーキョーワンダーサイト本郷,トーキョーワンダーサイト,2016,有り,無し,なし,なし
4573,http://www.tokyoartsandspace.jp/archive/2016/09/os-b05.shtml,トーキョーワンダーサイト本郷,トーキョーワンダーサイト,2016,有り,無し,なし,なし
4574,http://www.tokyoartsandspace.jp/archive/2016/09/os-b06.shtml,トーキョーワンダーサイト本郷,トーキョーワンダーサイト,2016,有り,無し,なし,なし
4575,http://www.tokyoartsandspace.jp/archive/2016/09/os-b07.shtml,トーキョーワンダーサイト本郷,トーキョーワンダーサイト,2016,有り,無し,なし,なし
4576,http://www.tokyoartsandspace.jp/archive/2016/09/os-b08.shtml,トーキョーワンダーサイト本郷,トーキョーワンダーサイト,2016,有り,無し,なし,なし
4578,http://www.tokyoartsandspace.jp/archive/2016/05/seminar2016.shtml,"東京芸術劇場 - ミーティングルーム|東京芸術劇場 - リハーサル室|東京芸術劇場 - シンフォニースペース",トーキョーワンダーサイト,2016,無し,有り,なし,なし
4584,http://tokyo-metropolitan-festival.jp/program/500/,池袋西口公園,アーツカウンシル東京|東京芸術劇場|豊島区|公益財団法人としま未来文化財団|フェスティバル／トーキョー実行委員会|アジア舞台芸術祭実行委員会,2016,有り,無し,なし,なし
4585,,仲町の家（足立区）,東京都|アーツカウンシル東京|東京藝術大学音楽学部・大学院国際芸術創造研究科|特定非営利活動法人音まち計画|足立区|千住ヤッチャイ大学プロジェクト実行委員会,2017,無し,無し,なし,なし
4586,,仲町の家（足立区）,東京都|アーツカウンシル東京|東京藝術大学音楽学部・大学院国際芸術創造研究科|特定非営利活動法人音まち計画|足立区|フランチェスカ・レ・ロイ,2017,無し,無し,なし,なし
4587,,仲町の家（足立区）,東京都|アーツカウンシル東京|東京藝術大学音楽学部・大学院国際芸術創造研究科|特定非営利活動法人音まち計画|足立区|「知らない路地の映画祭」チーム,2017,無し,無し,なし,なし
4588,,仲町の家（足立区）,東京都|アーツカウンシル東京|東京藝術大学音楽学部・大学院国際芸術創造研究科|特定非営利活動法人音まち計画|足立区|神崎悠輔,2017,無し,無し,なし,なし
4591,,,東京都|アーツカウンシル東京|東京藝術大学音楽学部・大学院国際芸術創造研究科|特定非営利活動法人音まち計画|足立区|「知らない路地の映画祭」チーム,2017,無し,無し,なし,なし
4592,,東京都美術館,東京都美術館,2017,無し,有り,なし,なし
4594,http://tokyo-metropolitan-festival.jp/program/507/,にしすがも創造舎,アーツカウンシル東京|東京芸術劇場|豊島区|公益財団法人としま未来文化財団|フェスティバル／トーキョー実行委員会|アジア舞台芸術祭実行委員会|days,2016,有り,無し,なし,なし
4595,http://tokyo-metropolitan-festival.jp/program/520/,"東京芸術劇場 - シアターイースト",アーツカウンシル東京|東京芸術劇場|豊島区|公益財団法人としま未来文化財団|フェスティバル／トーキョー実行委員会|アジア舞台芸術祭実行委員会,2016,有り,有り,なし,なし
4596,http://tokyo-metropolitan-festival.jp/program/505/,"東京芸術劇場 - プレイハウス",アーツカウンシル東京|東京芸術劇場|豊島区|公益財団法人としま未来文化財団|フェスティバル／トーキョー実行委員会|アジア舞台芸術祭実行委員会,2016,有り,有り,なし,なし
4597,http://tokyo-metropolitan-festival.jp/program/511/,豊島区舞台芸術交流センター（あうるすぽっと）,アーツカウンシル東京|東京芸術劇場|豊島区|公益財団法人としま未来文化財団|フェスティバル／トーキョー実行委員会|アジア舞台芸術祭実行委員会,2016,有り,無し,なし,なし
4598,http://tokyo-metropolitan-festival.jp/program/539/,にしすがも創造舎,アーツカウンシル東京|東京芸術劇場|豊島区|公益財団法人としま未来文化財団|フェスティバル／トーキョー実行委員会|アジア舞台芸術祭実行委員会|一般社団法人マレビト,2016,有り,無し,なし,なし
4599,http://tokyo-metropolitan-festival.jp/program/556/,"豊島区舞台芸術交流センター（あうるすぽっと） - ホワイエ",アーツカウンシル東京|東京芸術劇場|豊島区|公益財団法人としま未来文化財団|フェスティバル／トーキョー実行委員会|アジア舞台芸術祭実行委員会,2016,有り,無し,なし,なし
4600,http://tokyo-metropolitan-festival.jp/program/563/,豊島区舞台芸術交流センター（あうるすぽっと）,アーツカウンシル東京|東京芸術劇場|豊島区|公益財団法人としま未来文化財団|フェスティバル／トーキョー実行委員会|アジア舞台芸術祭実行委員会,2016,有り,無し,なし,なし
4601,http://tokyo-metropolitan-festival.jp/program/532/,にしすがも創造舎,アーツカウンシル東京|東京芸術劇場|豊島区|公益財団法人としま未来文化財団|フェスティバル／トーキョー実行委員会|アジア舞台芸術祭実行委員会,2016,有り,無し,なし,なし
4602,http://tokyo-metropolitan-festival.jp/program/536/,"江東区某所（B.E.D. (Episode 5)）",アーツカウンシル東京|東京芸術劇場|豊島区|公益財団法人としま未来文化財団|フェスティバル／トーキョー実行委員会|アジア舞台芸術祭実行委員会,2016,有り,無し,なし,なし
4603,http://tokyo-metropolitan-festival.jp/program/523/,森下スタジオ（江東区）,アーツカウンシル東京|東京芸術劇場|豊島区|公益財団法人としま未来文化財団|フェスティバル／トーキョー実行委員会|アジア舞台芸術祭実行委員会,2016,有り,無し,なし,なし
4604,http://tokyo-metropolitan-festival.jp/program/527/,森下スタジオ（江東区）,アーツカウンシル東京|東京芸術劇場|豊島区|公益財団法人としま未来文化財団|フェスティバル／トーキョー実行委員会|アジア舞台芸術祭実行委員会,2016,有り,無し,なし,なし
4605,http://tokyo-metropolitan-festival.jp/program/514/,"Racines Farm to Park（南池袋公園内）",アーツカウンシル東京|東京芸術劇場|豊島区|公益財団法人としま未来文化財団|フェスティバル／トーキョー実行委員会|アジア舞台芸術祭実行委員会,2016,有り,無し,なし,なし
4606,http://tokyo-metropolitan-festival.jp/program/530/,豊島の森（豊島区庁舎10階屋上庭園）,アーツカウンシル東京|東京芸術劇場|豊島区|公益財団法人としま未来文化財団|フェスティバル／トーキョー実行委員会|アジア舞台芸術祭実行委員会,2016,有り,無し,なし,なし
4607,http://tokyo-metropolitan-festival.jp/program/554/,"豊島区舞台芸術交流センター（あうるすぽっと） - ホワイエ",アーツカウンシル東京|東京芸術劇場|豊島区|公益財団法人としま未来文化財団|フェスティバル／トーキョー実行委員会|アジア舞台芸術祭実行委員会,2016,有り,無し,なし,なし
4608,http://tokyo-metropolitan-festival.jp/program/559/,"Racines Farm to Park（南池袋公園内）",アーツカウンシル東京|東京芸術劇場|豊島区|公益財団法人としま未来文化財団|フェスティバル／トーキョー実行委員会|アジア舞台芸術祭実行委員会,2016,有り,無し,なし,なし
4609,http://tokyo-metropolitan-festival.jp/program/493/,"東京芸術劇場 - プレイハウス",アーツカウンシル東京|東京芸術劇場,2016,有り,有り,なし,なし
4610,http://tokyo-metropolitan-festival.jp/program/497/,"東京芸術劇場 - プレイハウス",アーツカウンシル東京|東京芸術劇場,2016,有り,有り,なし,なし
4611,http://tokyo-metropolitan-festival.jp/program/518/,"東京芸術劇場 - プレイハウス",東京芸術劇場,2016,有り,有り,なし,なし
4612,http://tokyo-metropolitan-festival.jp/program/549/,"東京芸術劇場 - シアターウエスト",アーツカウンシル東京|東京芸術劇場,2016,有り,有り,なし,なし
4613,http://tokyo-metropolitan-festival.jp/program/488/,"池袋近郊15会場（池袋演劇祭 第28回）",池袋演劇祭実行委員会|豊島区|公益財団法人としま未来文化財団|豊島区舞台芸術振興会,2016,有り,無し,なし,なし
4614,http://tokyo-metropolitan-festival.jp/program/525/,南池袋公園|グリーン大通り（豊島区）|としまセンタースクエア（豊島区庁舎１階）,公益財団法人としま未来文化財団|豊島区,2016,有り,無し,なし,なし
4615,http://tokyo-metropolitan-festival.jp/program/566/,豊島区舞台芸術交流センター（あうるすぽっと）,公益財団法人としま未来文化財団|豊島区,2016,有り,無し,なし,なし
4616,http://tokyo-metropolitan-festival.jp/program/544/,"東京芸術劇場 - シアターウエスト",アジア舞台芸術人材育成部門,2016,有り,有り,なし,なし
4617,http://tokyo-metropolitan-festival.jp/program/544/,"東京芸術劇場 - シアターウエスト",アジア舞台芸術人材育成部門,2016,有り,有り,なし,なし
4618,http://tokyo-metropolitan-festival.jp/program/542/,"東京芸術劇場 - シアターウエスト",アジア舞台芸術人材育成部門,2016,有り,有り,なし,なし
4620,http://tokyo-metropolitan-festival.jp/program/542/,"東京芸術劇場 - シアターウエスト",アジア舞台芸術人材育成部門,2016,有り,有り,なし,なし
4621,http://tokyo-metropolitan-festival.jp/program/542/,"東京芸術劇場 - シアターウエスト",アジア舞台芸術人材育成部門,2016,有り,有り,なし,なし
4622,http://tokyo-metropolitan-festival.jp/program/485/,南池袋公園,アーツカウンシル東京|東京芸術劇場|豊島区|公益財団法人としま未来文化財団|フェスティバル／トーキョー実行委員会|アジア舞台芸術祭実行委員会,2016,有り,無し,なし,なし
4623,http://tokyo-metropolitan-festival.jp/program/779/,"WACCA池袋 - 4F ギャラリー",アーツカウンシル東京|東京芸術劇場|豊島区|公益財団法人としま未来文化財団|フェスティバル／トーキョー実行委員会|アジア舞台芸術祭実行委員会,2016,有り,無し,なし,なし
4624,http://www.metro.tokyo.jp/tosei/hodohappyo/press/2016/12/06/07.html,"東京芸術劇場 - コンサートホール","東京都|公益財団法人東京都歴史文化財団|子どもたちと芸術家の出あう街実行委員会|公益社団法人日本オーケストラ連盟|東京オーケストラ事業協同組合|一般社団法人日本クラシック音楽事業協会|一般社団法人 伶楽舎|月歩会|株式会社ヤマハミュージックジャパン|特定非営利活動法人子ども劇場東京都協議会|日本アニメ企画株式会社|公益財団法人東京フィルハーモニー交響楽団",2016,無し,有り,なし,なし
4625,,仲町の家（足立区）,東京都|アーツカウンシル東京|東京藝術大学音楽学部・大学院国際芸術創造研究科|特定非営利活動法人音まち計画|足立区|千住ヤッチャイ大学プロジェクト実行委員会,2017,無し,無し,なし,なし
4627,http://www.metro.tokyo.jp/tosei/hodohappyo/press/2016/12/06/07.html,"東京芸術劇場 - ミーティングルーム|東京芸術劇場 - 中リハーサル室（リハーサルルーム L）|東京芸術劇場 - シンフォニースペース|東京芸術劇場 - 中リハーサル室（リハーサルルーム M1）","東京都|公益財団法人東京都歴史文化財団|子どもたちと芸術家の出あう街実行委員会|公益社団法人日本オーケストラ連盟|東京オーケストラ事業協同組合|一般社団法人日本クラシック音楽事業協会|一般社団法人 伶楽舎|月歩会|株式会社ヤマハミュージックジャパン|特定非営利活動法人子ども劇場東京都協議会|日本アニメ企画株式会社|公益財団法人東京フィルハーモニー交響楽団",2016,無し,無し,なし,なし
4628,,,東京都美術館,2017,無し,有り,なし,なし
4629,,仲町の家（足立区）,"東京都|アーツカウンシル東京|東京藝術大学音楽学部・大学院国際芸術創造研究科|特定非営利活動法人音まち計画|足立区|東京藝術大学 多様性をつなぐ「アートコミュニケーション・クリエイタ」育成事業",2017,無し,無し,なし,なし
4630,,仲町の家（足立区）,東京都|アーツカウンシル東京|東京藝術大学音楽学部・大学院国際芸術創造研究科|特定非営利活動法人音まち計画|足立区|伊藤優里,2017,無し,無し,なし,なし
4631,http://www.metro.tokyo.jp/tosei/hodohappyo/press/2016/12/06/07.html,"東京芸術劇場 - 大ホール ホワイエ|東京芸術劇場 - 大ホール エントランスホール（5階）|東京芸術劇場 - アトリウム内ステージ（中2階）","東京都|公益財団法人東京都歴史文化財団|子どもたちと芸術家の出あう街実行委員会|公益社団法人日本オーケストラ連盟|東京オーケストラ事業協同組合|一般社団法人日本クラシック音楽事業協会|一般社団法人 伶楽舎|月歩会|株式会社ヤマハミュージックジャパン|特定非営利活動法人子ども劇場東京都協議会|日本アニメ企画株式会社|公益財団法人東京フィルハーモニー交響楽団",2016,無し,有り,なし,なし
4634,,"トッピングイースト|すみだトリフォニーホール - 練習室|摂社若宮牛嶋神社 - 社務所|さくら橋コミュニティセンター",東京都|アーツカウンシル東京|特定非営利活動法人トッピングイースト,2017,無し,無し,なし,なし
4648,https://www.artscouncil-tokyo.jp/ja/events/24056/,外手児童館|さくら橋コミュニティセンター,東京都|アーツカウンシル東京|特定非営利活動法人トッピングイースト,2017,有り,無し,なし,あり・その他画像
4651,,東京都美術館,東京都美術館,2017,無し,有り,なし,なし
4652,https://www.artscouncil-tokyo.jp/ja/events/25136/,回向院|-両国-江戸NOREN|ギャラリーX（カイ）,東京都|アーツカウンシル東京|特定非営利活動法人トッピングイースト,2017,有り,無し,なし,あり・チラシ画像|あり・その他画像
4655,https://tomin-fes.com/archive/images/2017_pamphlet.pdf,"東京文化会館 - 大ホール",東京都|公益財団法人東京都歴史文化財団|公益社団法人日本バレエ協会,2016,無し,有り,なし,あり・その他画像
4656,https://www.artscouncil-tokyo.jp/ja/events/24901/,トッピングイースト|みどりコミュニティセンター,東京都|アーツカウンシル東京|特定非営利活動法人トッピングイースト,2017,有り,無し,なし,あり・その他画像
4663,,東京都美術館,東京都美術館,2017,無し,有り,なし,なし
4664,,東綾瀬公園,東京都|アーツカウンシル東京|東京藝術大学音楽学部・大学院国際芸術創造研究科|特定非営利活動法人音まち計画|足立区,2017,無し,無し,なし,なし
4666,,東京都美術館,東京都美術館,2017,無し,有り,,なし
4667,https://tomin-fes.com/archive/images/2017_pamphlet.pdf,"Bunkamura - オーチャードホール",東京都|公益財団法人東京都歴史文化財団|公益財団法人日本舞台芸術振興会,2016,無し,有り,なし,あり・その他画像
4668,,東京都美術館,東京都美術館,2017,無し,有り,,なし
4669,https://www.artscouncil-tokyo.jp/ja/events/20103/,トッピングイースト,東京都|アーツカウンシル東京|特定非営利活動法人トッピングイースト,2017,有り,無し,なし,あり・その他画像
4670,,東京ビッグサイト（東京国際展示場）,東京都|アーツカウンシル東京|特定非営利活動法人トッピングイースト,2017,無し,無し,なし,なし
4672,,トッピングイースト,東京都|アーツカウンシル東京|特定非営利活動法人トッピングイースト,2017,無し,無し,なし,あり・その他画像
4675,,東京都美術館,東京都美術館,2017,無し,有り,,なし
4676,https://www.artscouncil-tokyo.jp/ja/events/25932/,"六本木ヒルズけやき坂「Counter Void」前",東京都|アーツカウンシル東京|NPO法人インビジブル,2017,有り,無し,なし,あり・その他画像
4677,https://www.artscouncil-tokyo.jp/ja/events/23741/,"アーツ千代田3331 - 3F アーツカウンシル東京ROOM302|アート集積ビル（PUBULICUS）",東京都|アーツカウンシル東京|NPO法人インビジブル,2017,有り,無し,なし,あり・その他画像
4678,,"東京都美術館 – LBF 第1公募展示室|東京都美術館 – LBF 第2公募展示室","東京都|アーツカウンシル東京|東京都美術館|公益財団法人東京都歴史文化財団|特定非営利活動法人Art’s Embrace",2017,無し,有り,,なし
4680,,,東京都|アーツカウンシル東京|NPO法人インビジブル,2017,無し,無し,なし,なし
4681,,,東京都|アーツカウンシル東京|NPO法人インビジブル,2017,無し,無し,なし,なし
4682,https://www.artscouncil-tokyo.jp/ja/events/24041/,"100BANCH - 3F LOFT",東京都|アーツカウンシル東京|NPO法人インビジブル,2017,有り,無し,なし,あり・チラシ画像|あり・その他画像
4684,,東京都立八王子特別支援学校,東京都|東京文化会館|アーツカウンシル東京,2016,無し,有り,なし,なし
4687,,東京都美術館,東京都美術館,2017,無し,有り,,なし
4688,https://www.artscouncil-tokyo.jp/ja/events/19104/,"Vieill Bakerycafe&Gallery",東京都|アーツカウンシル東京|一般社団法人指輪ホテル,2017,有り,無し,なし,あり・チラシ画像|あり・その他画像
4692,https://www.artscouncil-tokyo.jp/ja/events/20117/,小竹町会館,東京都|アーツカウンシル東京|一般社団法人指輪ホテル,2017,有り,無し,,あり・チラシ画像|あり・その他画像
4695,https://www.artscouncil-tokyo.jp/ja/events/20699/,"norari:kurari cafe&galette",東京都|アーツカウンシル東京|一般社団法人指輪ホテル,2017,有り,無し,なし,あり・その他画像
4697,,青ヶ島,東京都|アーツカウンシル東京|一般社団法人指輪ホテル,2017,無し,無し,なし,なし
4699,https://www.artscouncil-tokyo.jp/ja/events/21605/,小竹町会館,東京都|アーツカウンシル東京|一般社団法人指輪ホテル,2017,有り,無し,なし,あり・チラシ画像|あり・その他画像
4700,https://www.artscouncil-tokyo.jp/ja/events/22678/,"江古田斎場 - F2 第二会館（大悲堂）",東京都|アーツカウンシル東京|一般社団法人指輪ホテル,2017,無し,無し,なし,あり・チラシ画像|あり・その他画像
4703,https://www.artscouncil-tokyo.jp/ja/events/23269/,珈琲店ぶな,東京都|アーツカウンシル東京|一般社団法人指輪ホテル,2017,有り,無し,なし,あり・チラシ画像|あり・その他画像
4705,,,東京都|アーツカウンシル東京|一般社団法人指輪ホテル,2017,無し,無し,なし,なし
4706,,,東京都|アーツカウンシル東京|一般社団法人指輪ホテル,2017,無し,無し,なし,なし
4707,,東京都美術館,東京都美術館,2017,無し,有り,,なし
4710,https://www.artscouncil-tokyo.jp/ja/events/21056/,汐入ふれあい館,東京都|荒川区|アーツカウンシル東京|一般社団法人CIAN,2017,有り,無し,なし,あり・チラシ画像|あり・その他画像
4711,,東京都美術館,東京都美術館,2017,無し,有り,,なし
4714,,東京都美術館,東京都美術館,2017,無し,有り,,なし
4715,,東京都内各所,東京都|アーツカウンシル東京|一般社団法人kuriya,2017,無し,無し,なし,あり・その他画像
4716,https://www.artscouncil-tokyo.jp/ja/events/25945/,"アーツカウンシル東京 - 3F ROOM302",東京都|アーツカウンシル東京|一般社団法人kuriya,2017,有り,無し,なし,あり・チラシ画像|あり・その他画像
4717,,東京都美術館,東京都美術館,2017,無し,有り,,なし
4718,,,東京都|アーツカウンシル東京|一般社団法人kuriya,2017,無し,無し,なし,なし
4719,https://www.yebizo.com/2018/jp/program/#rcp,"日仏会館 - ホール（日仏会館ホール）|恵比寿ガーデンプレイス - YEBISU GARDEN CINEMA|伊東建築塾|MA2 Gallery|CAGE GALLERY|Gallery 工房 親|MuCuL studio|NADiff a/p/a/r/t|G/P gallery|MEM|Galerie LIBRAIRIE6|AL|AIT|LOKO GALLERY",,2017,無し,無し,なし,なし
4720,,東京都立一橋定時制高校,東京都|アーツカウンシル東京|一般社団法人kuriya,2017,無し,無し,なし,あり・その他画像
4722,,"東京都美術館 - 講堂",東京都美術館,2017,有り,有り,,なし
4723,,東京都内各所,東京都|アーツカウンシル東京|一般社団法人kuriya,2017,無し,無し,なし,なし
4724,,"東京都美術館 - 講堂",東京都美術館,2017,有り,有り,,なし
4725,,,東京都|アーツカウンシル東京|一般社団法人kuriya,2017,無し,無し,なし,あり・その他画像
4726,,"東京都美術館 - 講堂",東京都美術館,2017,有り,有り,,なし
4727,,"東京都美術館 - 講堂",東京都美術館,2017,有り,有り,,なし
4728,,"東京都美術館 - 講堂",東京都美術館,2017,有り,有り,,なし
4729,,"東京都美術館 - 講堂",東京都美術館,2017,有り,有り,,なし
4735,http://topmuseum.jp/contents/exhibition/index-2614.html,"東京都写真美術館 - B1F 展示室",株式会社クレヴィス,2017,有り,有り,なし,あり・チラシ画像
4737,http://topmuseum.jp/contents/exhibition/index-2765.html,"東京都写真美術館 - B1F 展示室",公益社団法人日本写真家協会,2017,有り,有り,なし,あり・チラシ画像
4739,https://www.artscouncil-tokyo.jp/ja/events/19465/,"ロフトワーク／COOOP 10",東京都|アーツカウンシル東京|NPO法人場所と物語,2017,有り,無し,なし,あり・その他画像
4742,https://www.artscouncil-tokyo.jp/ja/events/21784/,株式会社オープン・エー,東京都|アーツカウンシル東京|NPO法人場所と物語,2017,有り,無し,なし,あり・その他画像
4743,http://topmuseum.jp/contents/exhibition/index-2798.html,"東京都写真美術館 - B1F 展示室",世界報道写真財団|朝日新聞社,2017,有り,有り,なし,あり・チラシ画像
4745,https://www.artscouncil-tokyo.jp/ja/events/23814/,"ロフトワーク／FabCafe MTRL",東京都|アーツカウンシル東京|NPO法人場所と物語,2017,有り,無し,なし,あり・その他画像
4747,,石神井|十条|武蔵小山,東京都|アーツカウンシル東京|NPO法人場所と物語,2017,無し,無し,なし,あり・その他画像
4750,http://topmuseum.jp/contents/exhibition/index-2868.html,"東京都写真美術館 - B1F 展示室",キヤノン株式会社,2017,有り,有り,,あり・チラシ画像
4753,,檜原村,東京都|アーツカウンシル東京|NPO法人場所と物語,2017,無し,無し,なし,なし
4756,,東京都内各所,東京都|アーツカウンシル東京|NPO法人場所と物語,2017,無し,無し,なし,なし
